time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-21T08:05:55.360Z,35.8655,-117.6765,5.07,2.7,ml,56,22,0.03044,0.17,ci,ci39008279,2021-08-12T16:55:48.980Z,"22km ESE of Little Lake, CA",earthquake,0.13,0.26,0.154,20,reviewed,ci,ci
2019-12-21T06:32:05.300Z,35.7068333,-117.5035,9.89,2.54,ml,52,60,0.05779,0.15,ci,ci39008175,2021-08-12T17:19:08.090Z,"11km SW of Searles Valley, CA",earthquake,0.13,0.25,0.154,25,reviewed,ci,ci
2019-12-21T00:22:47.790Z,35.6511667,-117.4491667,3.45,3.84,ml,73,39,0.02384,0.16,ci,ci39007775,2021-10-12T18:03:01.990Z,"14km SSW of Searles Valley, CA",earthquake,0.12,0.31,0.186,119,reviewed,ci,ci
2019-12-20T22:07:37.230Z,49.4311666666667,-120.537666666667,-0.37,2.5,ml,8,194,,0.39,uw,uw61564716,2019-12-22T23:29:00.290Z,"3 km SSW of Princeton, Canada",explosion,2.08,31.61,0.072343504282214,5,reviewed,uw,uw
2019-12-20T19:30:47.220Z,35.6635,-117.5653333,6.55,3.17,ml,68,43,0.04148,0.14,ci,ci39007423,2021-10-12T16:58:36.110Z,"11km ENE of Ridgecrest, CA",earthquake,0.1,0.23,0.128,41,reviewed,ci,ci
2019-12-20T19:00:25.476Z,31.1426,-103.217,5,2.8,ml,,51,0.034,0.78,us,us70006p74,2020-03-07T17:47:39.040Z,"18 km SW of Coyanosa, Texas",earthquake,0.8,1.6,0.085,92,reviewed,us,us
2019-12-20T16:46:06.570Z,37.2771,-117.6189,5,3,ml,,85,0.049,0.61,us,us70006p4u,2022-06-19T01:15:55.441Z,"53 km S of Silver Peak, Nevada",earthquake,1.4,1.7,0.04,82,reviewed,us,us
2019-12-20T09:29:09.346Z,31.1513,-103.2357,5,2.5,mb_lg,,51,0.029,0.54,us,us70006nzz,2020-03-07T17:47:37.040Z,"19 km WSW of Coyanosa, Texas",earthquake,1.1,1.1,0.128,18,reviewed,us,us
2019-12-20T08:28:57.240Z,35.717,-117.5293333,7.6,2.6,ml,48,55,0.1001,0.15,ci,ci39006711,2021-08-11T21:18:40.350Z,"13km WSW of Searles Valley, CA",earthquake,0.13,0.53,0.137,24,reviewed,ci,ci
2019-12-20T08:05:50.150Z,35.9065,-117.7065,3.53,2.54,ml,52,26,0.005668,0.18,ci,ci39006639,2021-08-11T21:54:55.720Z,"18km E of Little Lake, CA",earthquake,0.14,0.28,0.194,23,reviewed,ci,ci
2019-12-20T08:00:34.430Z,35.909,-117.7051667,4.77,3.11,ml,52,34,0.007223,0.16,ci,ci39006607,2021-10-12T17:12:48.390Z,"18km E of Little Lake, CA",earthquake,0.13,0.22,0.148,97,reviewed,ci,ci
2019-12-20T06:09:11.090Z,36.1316667,-117.8665,2.48,2.54,ml,51,55,0.01692,0.16,ci,ci39006567,2021-08-11T20:44:02.430Z,"12km NE of Coso Junction, CA",earthquake,0.13,0.23,0.2,20,reviewed,ci,ci
2019-12-20T04:16:26.544Z,31.9775,-102.3308,5,2.5,mb_lg,,42,0.07,0.37,us,us70006nx0,2020-03-07T17:47:36.040Z,"6 km SE of Gardendale, Texas",earthquake,1.2,1.7,0.111,21,reviewed,us,us
2019-12-19T20:05:26.810Z,35.9133333,-117.709,4.4,3.05,ml,57,27,0.01247,0.17,ci,ci39005887,2021-10-12T17:06:41.610Z,"18km E of Little Lake, CA",earthquake,0.11,0.21,0.187,211,reviewed,ci,ci
2019-12-19T19:57:10.130Z,43.5055,-105.421,0,2.8,ml,,125,1.176,1.09,us,us70006uax,2020-03-07T17:47:59.040Z,"27 km SSE of Wright, Wyoming",mining explosion,4.5,1.5,0.059,38,reviewed,us,us
2019-12-19T15:36:55.290Z,33.0218333,-117.7918333,24.59,2.62,ml,37,178,0.3891,0.2,ci,ci39005679,2020-04-04T03:32:35.658Z,"44km WSW of Carlsbad, CA",earthquake,0.47,1.38,0.139,81,reviewed,ci,ci
2019-12-19T15:36:35.042Z,35.10022354,-95.33123779,5,2.54,ml,17,232.015048,0.1520273387,0.4031367872,ok,ok2019yuhz,2020-03-07T17:47:35.040Z,"4 km SE of Quinton, Oklahoma",earthquake,5.321435373,,,13,automatic,ok,ok
2019-12-19T15:30:12.980Z,40.2758333,-124.3633333,21.4,4.06,mw,28,231,0.02026,0.07,nc,nc73316566,2020-03-07T17:47:35.040Z,"9km SW of Petrolia, CA",earthquake,0.55,0.18,,4,reviewed,nc,nc
2019-12-19T12:41:53.320Z,47.6016666666667,-121.787666666667,16.19,2.95,ml,68,55,,0.35,uw,uw61564541,2020-03-07T17:47:34.040Z,"8 km ENE of Fall City, Washington",earthquake,0.33,0.66,0.178934288667519,35,reviewed,uw,uw
2019-12-19T08:10:09.720Z,40.1928333,-123.1081667,38.45,2.65,ml,52,37,0.2455,0.15,nc,nc73316461,2019-12-19T19:51:04.617Z,"41km S of Hayfork, CA",earthquake,0.31,0.93,0.157,14,reviewed,nc,nc
2019-12-19T07:34:52.476Z,37.0137,-105.0063,6.64,2.9,ml,,87,0.174,0.12,us,us70006nch,2020-03-07T17:47:33.040Z,"15 km S of Stonewall Gap, Colorado",earthquake,1.4,4.3,0.074,36,reviewed,us,us
2019-12-19T03:10:59.830Z,47.5996666666667,-121.766833333333,16.96,3.38,ml,73,55,,0.35,uw,uw61564491,2023-08-08T10:44:58.773Z,"9 km NNE of Snoqualmie, Washington",earthquake,0.37,0.67,0.21489973611061,36,reviewed,uw,uw
2019-12-18T21:35:15.826Z,45.1427,-106.868,0,3.2,ml,,88,1.61,0.75,us,us70006n6b,2020-03-07T17:47:32.040Z,"34 km SW of Birney, Montana",mining explosion,3.3,1.8,0.057,54,reviewed,us,us
2019-12-18T11:48:45.770Z,35.6018333,-117.4815,7.81,2.57,ml,54,24,0.009375,0.14,ci,ci39234568,2021-08-11T21:35:47.110Z,"18km E of Ridgecrest, CA",earthquake,0.13,0.25,0.14,26,reviewed,ci,ci
2019-12-17T23:33:47.655Z,36.5177,-112.7741,5,2.5,ml,,73,0.399,0.49,us,us60006sx9,2020-03-07T17:47:29.040Z,"32 km NNW of Supai, Arizona",earthquake,0.9,1.9,0.045,66,reviewed,us,us
2019-12-17T22:01:41.620Z,35.6186667,-117.4406667,6.62,2.61,ml,56,50,0.03658,0.13,ci,ci39233728,2021-08-11T19:35:31.200Z,"17km SSW of Searles Valley, CA",earthquake,0.12,0.23,0.14,25,reviewed,ci,ci
2019-12-17T21:13:13.843Z,31.1401,-103.044,5,2.9,mb_lg,,42,0.079,0.64,us,us60006suh,2020-03-07T17:47:28.040Z,"11 km S of Coyanosa, Texas",earthquake,0.7,1.5,0.117,23,reviewed,us,us
2019-12-17T19:04:09.280Z,43.7021,-105.3337,0,3.3,ml,,36,1.027,0.7,us,us60006ss1,2020-03-07T17:47:27.040Z,"13 km ESE of Wright, Wyoming",mining explosion,5.3,1.8,0.046,62,reviewed,us,us
2019-12-17T18:29:21.030Z,35.8058333,-120.356,6.25,4.29,mw,78,45,0.02666,0.08,nc,nc73315876,2022-05-23T21:53:25.623Z,"11km NNW of Cholame, CA",earthquake,0.12,0.22,,8,reviewed,nc,nc
2019-12-17T17:02:19.900Z,36.11,-117.8583333,2.65,2.61,ml,43,54,0.00807,0.15,ci,ci39233368,2021-08-11T20:58:09.330Z,"11km NE of Coso Junction, CA",earthquake,0.14,0.25,0.289,23,reviewed,ci,ci
2019-12-17T15:28:32.430Z,35.6713333,-117.5256667,10.05,2.65,ml,50,51,0.04687,0.14,ci,ci39233216,2021-08-11T18:48:00.170Z,"15km ENE of Ridgecrest, CA",earthquake,0.13,0.24,0.203,25,reviewed,ci,ci
2019-12-17T11:16:58.266Z,31.6189,-104.1943,5,3.8,ml,,55,0.179,0.25,us,us60006sme,2020-03-07T17:47:26.040Z,"50 km NW of Toyah, Texas",earthquake,1.1,1.8,0.062,82,reviewed,us,us
2019-12-17T06:57:45.220Z,35.7153333,-117.5718333,7.12,3.6,ml,60,47,0.007052,0.15,ci,ci39232936,2021-10-12T16:17:13.040Z,"14km NE of Ridgecrest, CA",earthquake,0.12,0.22,0.139,124,reviewed,ci,ci
2019-12-17T01:07:29.269Z,36.762,-98.07116667,7.59,2.59,ml,53,89,0,0.14,ok,ok2019ypoh,2020-03-07T17:47:24.040Z,"7 km E of Nescatunga, Oklahoma",earthquake,,0.4,0.19,21,reviewed,ok,ok
2019-12-16T22:15:58.550Z,35.6705,-117.5271667,9.31,3.56,ml,90,23,0.04745,0.17,ci,ci39232664,2021-10-12T16:25:19.870Z,"14km ENE of Ridgecrest, CA",earthquake,0.1,0.21,0.149,302,reviewed,ci,ci
2019-12-16T21:18:35.827Z,45.6959,-106.656,0,3,ml,,148,1.037,0.32,us,us60006scm,2020-03-04T21:27:10.040Z,"Eastern Montana",mining explosion,4,1.8,0.057,40,reviewed,us,us
2019-12-16T20:00:35.620Z,43.5443,-105.2849,0,3.3,ml,,79,1.072,1.07,us,us60006sax,2020-03-04T21:27:10.040Z,"28 km SE of Wright, Wyoming",mining explosion,3.5,1.8,0.048,56,reviewed,us,us
2019-12-16T14:06:50.110Z,35.6161667,-117.4713333,6.77,3.47,ml,69,28,0.02398,0.15,ci,ci39232240,2021-10-12T16:48:29.110Z,"18km SSW of Searles Valley, CA",earthquake,0.11,0.19,0.176,115,reviewed,ci,ci
2019-12-16T08:36:25.291Z,40.5736,-117.5248,6.2,2.8,ml,17,76.21,0.957,0.2949,nn,nn00713055,2020-03-04T21:27:08.040Z,"41 km SW of Valmy, Nevada",earthquake,,2.5,0.38,11,reviewed,nn,nn
2019-12-16T08:13:14.420Z,36.111,-117.8561667,2.48,2.66,ml,45,54,0.006651,0.15,ci,ci39231968,2021-08-11T19:16:21.170Z,"11km NE of Coso Junction, CA",earthquake,0.15,0.26,0.266,22,reviewed,ci,ci
2019-12-16T07:16:43.490Z,36.1126667,-117.855,3.14,2.74,ml,51,53,0.004904,0.17,ci,ci39231920,2021-08-11T19:04:09.590Z,"11km NE of Coso Junction, CA",earthquake,0.15,0.28,0.243,23,reviewed,ci,ci
2019-12-15T20:26:44.396Z,44.434,-105.4668,0,2.7,ml,,119,1.074,0.35,us,us60006rwf,2020-03-04T21:27:06.040Z,"16 km N of Gillette, Wyoming",mining explosion,3.6,2,0.085,18,reviewed,us,us
2019-12-15T16:09:05.679Z,35.799,-96.65466667,7.09,3.59,ml,50,58,0,0.14,ok,ok2019ynba,2020-03-04T21:27:05.040Z,"5 km N of Stroud, Oklahoma",earthquake,,0.3,0.19,23,reviewed,ok,ok
2019-12-15T14:57:57.000Z,33.3801667,-116.3161667,11.24,2.85,ml,105,13,0.01858,0.18,ci,ci39231416,2019-12-19T16:03:16.616Z,"15km NNE of Borrego Springs, CA",earthquake,0.11,0.23,0.151,125,reviewed,ci,ci
2019-12-15T12:32:52.150Z,44.3985,-111.1401667,16.98,3.46,ml,40,123,0.2092,0.17,uu,uu60353847,2022-06-21T05:56:05.178Z,"18 km E of Island Park, Idaho",earthquake,0.42,0.97,0.19,14,reviewed,uu,uu
2019-12-15T02:09:29.610Z,44.5881667,-110.6015,3.95,3.44,ml,33,43,0.03436,0.23,uu,uu60353767,2022-06-21T05:55:40.932Z,"40 km ESE of West Yellowstone, Montana",earthquake,0.35,0.67,0.303,8,reviewed,uu,uu
2019-12-14T21:01:51.870Z,43.8011,-105.3745,0,3.3,ml,,83,1.018,0.34,us,us60006rjx,2020-03-04T21:27:02.040Z,"10 km ENE of Wright, Wyoming",mining explosion,7.4,1.7,0.05,72,reviewed,us,us
2019-12-14T19:31:47.150Z,35.8038333,-117.6258333,4.62,2.87,ml,59,27,0.02591,0.17,ci,ci39230816,2021-08-11T18:25:49.300Z,"20km WNW of Searles Valley, CA",earthquake,0.13,0.28,0.095,23,reviewed,ci,ci
2019-12-14T17:01:58.829Z,43.6195,-105.4208,0,3,ml,,73,1.12,0.41,us,us70006pje,2020-03-04T21:27:17.040Z,"15 km SSE of Wright, Wyoming",mining explosion,3.7,1.8,0.05,52,reviewed,us,us
