time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-12-30T23:27:47.400Z,36.7294,-98.2985,6.001,2.5,ml,,197,,0.43,us,usc000tf1h,2017-07-14T19:45:13.163Z,"5 km ESE of Cherokee, Oklahoma",earthquake,1.3,7.2,,,reviewed,tul,tul
2014-12-30T23:26:17.690Z,33.5856667,-118.272,1.034,3.88,ml,87,113,0.1279,0.25,ci,ci37300400,2022-08-07T06:48:53.918Z,"17km S of San Pedro, CA",earthquake,0.5,0.85,0.164,167,reviewed,ci,ci
2014-12-30T21:37:24.900Z,36.7251,-98.3084,5.485,3.8,ml,,111,,0.62,us,usc000taut,2022-08-07T06:47:54.969Z,"5 km SE of Cherokee, Oklahoma",earthquake,4.4,7.9,,,reviewed,tul,tul
2014-12-30T21:24:51.100Z,36.7255,-98.3075,5.55,3.9,ml,,111,,0.41,us,usc000tauk,2022-08-07T06:47:05.775Z,"5 km SE of Cherokee, Oklahoma",earthquake,4,7.5,,,reviewed,tul,tul
2014-12-30T21:24:06.700Z,36.7008,-98.055,5,2.5,ml,,201,,0.49,us,usc000tavp,2015-03-17T02:38:16.040Z,"3 km N of Nash, Oklahoma",earthquake,1.8,2,,,reviewed,tul,tul
2014-12-30T18:39:56.210Z,38.8193333,-122.7628333,1.693,2.84,md,69,35,0.01261,0.06,nc,nc72372776,2022-07-27T12:00:34.410Z,"3 km W of Cobb, California",earthquake,0.12,0.16,0.235,55,reviewed,nc,nc
2014-12-30T17:30:43.200Z,36.2602,-97.2834,6.668,2.8,ml,,55,,0.59,us,usc000tavi,2015-03-17T02:38:13.040Z,"3 km S of Perry, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2014-12-30T16:55:28.550Z,36.728,-98.31,5,2.9,ml,,,,0.3,us,usc000tbu0,2022-08-07T07:01:57.567Z,"5 km SE of Cherokee, Oklahoma",earthquake,1.5,2,,,reviewed,tul,tul
2014-12-30T15:11:50.100Z,36.5709,-98.3251,5,3.1,ml,,100,,0.23,us,usc000tasq,2022-08-07T06:46:15.615Z,"5 km WNW of Helena, Oklahoma",earthquake,4.1,7.9,,,reviewed,tul,tul
2014-12-30T14:10:09.220Z,32.8372,-96.9132,3.09,2.7,mb_lg,,64,0.535,0.57,us,usc000tash,2022-08-07T06:45:25.830Z,"4 km NE of Irving, Texas",earthquake,2.6,7.9,0.124,21,reviewed,us,us
2014-12-30T12:43:58.900Z,36.3619,-97.4506,6.495,3.1,ml,,55,,0.43,us,usc000tast,2015-03-17T02:38:08.040Z,"9 km N of Lucien, Oklahoma",earthquake,1.5,5.5,,,reviewed,tul,tul
2014-12-30T11:05:53.500Z,36.6252,-97.7233,6.548,3,ml,,72,,0.53,us,usc000texr,2015-03-17T02:38:06.040Z,"8 km SE of Pond Creek, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2014-12-30T10:59:56.030Z,39.365,-120.0188333,-1.695,2.74,md,21,75,0.1108,0.05,nc,nc72372641,2018-06-29T23:23:51.733Z,"3 km S of Floriston, California",earthquake,0.21,4.19,0.198,45,reviewed,nc,nc
2014-12-30T09:55:16.800Z,35.815,-97.4091,6.863,2.9,ml,,69,,0.29,us,usc000tarw,2022-08-07T06:44:34.465Z,"7 km SSE of Guthrie, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2014-12-30T04:45:16.400Z,36.6704,-97.6191,10.934,2.5,ml,,57,,0.41,us,usc000tecw,2015-03-17T02:38:04.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul
2014-12-30T02:09:45.100Z,44.457,-114.1503,11.1,3.3,ml,,53,0.553,0.64,us,usc000taqp,2022-08-07T06:53:35.292Z,"8 km SE of Challis, Idaho",earthquake,3.4,7,,,reviewed,mb,mb
2014-12-30T00:12:02.710Z,35.9366667,-117.2221667,6.317,3.47,ml,39,59,0.06742,0.12,ci,ci37300152,2022-06-16T01:41:30.893Z,"24km NE of Trona, CA",earthquake,0.23,0.56,0.132,235,reviewed,ci,ci
2014-12-29T23:33:10.740Z,47.6565,-120.3573333,3.499,2.81,ml,21,50,0.05477,0.15,uw,uw60943592,2022-07-27T11:57:30.891Z,"11 km W of Entiat, Washington",earthquake,0.29,1.21,0.188,82,reviewed,uw,uw
2014-12-29T20:05:09.070Z,43.6209,-105.0142,0,3.3,ml,,72,0.866,0.38,us,usc000tan4,2015-03-17T02:37:59.040Z,"Wyoming",mining explosion,5.1,2,0.061,51,reviewed,us,us
2014-12-29T18:41:53.010Z,40.2933333,-124.4896667,20.441,2.79,md,26,242,0.1595,0.1,nc,nc72372331,2022-07-27T11:54:36.126Z,"36 km SSW of Ferndale, California",earthquake,0.57,0.27,0.18,65,reviewed,nc,nc
2014-12-29T18:21:41.870Z,43.736,-105.2695,0,3.1,ml,,51,0.97,0.47,us,usc000takk,2015-03-17T02:37:59.040Z,"18 km E of Wright, Wyoming",mining explosion,4.9,2,0.055,61,reviewed,us,us
2014-12-29T17:50:55.000Z,36.7545,-98.1778,5,3.1,ml,,105,,0.54,us,usc000takq,2015-03-17T02:37:58.040Z,"2 km W of Nescatunga, Oklahoma",earthquake,3,7.2,,,reviewed,tul,tul
2014-12-29T16:31:17.220Z,45.6453333,-122.7576667,19.728,2.51,ml,35,43,0.07171,0.13,uw,uw60943437,2022-07-27T11:51:37.127Z,"5 km NW of North Portland, Oregon",earthquake,0.22,0.33,0.126,83,reviewed,uw,uw
2014-12-29T16:15:55.200Z,36.8363,-97.8757,4.874,3.3,ml,,85,,0.5,us,usc000tajx,2022-08-07T06:41:15.560Z,"6 km SE of Wakita, Oklahoma",earthquake,3.6,6.9,,,reviewed,tul,tul
2014-12-29T13:42:20.950Z,40.2961667,-124.517,18.931,3.63,mw,28,233,0.1793,0.1,nc,nc72372181,2022-08-07T06:40:26.594Z,"37 km SW of Ferndale, California",earthquake,0.71,0.29,,2,reviewed,nc,nc
2014-12-29T12:22:44.090Z,39.1876667,-120.4521667,0.233,2.84,md,40,45,0.1937,0.1,nc,nc72372136,2022-07-27T11:50:41.422Z,"14 km S of Kingvale, California",earthquake,0.15,1.75,0.179,75,reviewed,nc,nc
2014-12-29T08:30:05.100Z,36.361,-97.4511,5,3,ml,,55,,0.45,us,usc000taic,2022-08-07T06:39:37.181Z,"9 km N of Lucien, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2014-12-29T06:56:46.660Z,39.6751667,-111.9696667,2.27,3.17,ml,,,,,uu,uu60096897,2017-10-24T16:42:18.676Z,"12 km WSW of Nephi, Utah",earthquake,0.32,0.63,0.18,23,reviewed,uu,uu
2014-12-29T06:28:21.550Z,34.7446,-100.3593,5,2.6,mb_lg,,88,1.096,1.18,us,usc000tahx,2015-03-17T02:37:51.040Z,"16 km E of Memphis, Texas",earthquake,4.5,2,0.255,5,reviewed,us,us
2014-12-29T06:08:18.460Z,39.6636667,-111.9715,4.05,3.65,ml,44,54,0.1983,0.17,uu,uu60096887,2022-08-07T06:38:49.198Z,"12 km WSW of Nephi, Utah",earthquake,0.31,0.64,0.153,20,reviewed,uu,uu
2014-12-29T05:22:25.200Z,36.1862,-97.3771,8.018,2.9,ml,,81,,0.55,us,usc000tahp,2015-03-17T02:37:50.040Z,"4 km N of Orlando, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2014-12-29T05:04:57.910Z,35.806,-121.3258333,10.176,2.68,md,67,165,0.0955,0.1,nc,nc72371936,2017-02-05T11:41:04.450Z,"21 km NW of San Simeon, California",earthquake,0.17,0.23,0.124,88,reviewed,nc,nc
2014-12-29T00:24:09.620Z,36.4638333,-120.3875,14.823,2.76,md,99,56,0.1441,0.12,nc,nc72371886,2017-02-05T11:40:06.600Z,"4 km S of Three Rocks, California",earthquake,0.13,0.25,0.18,132,reviewed,nc,nc
2014-12-28T17:23:26.560Z,43.5037,-105.3225,0,3.2,ml,,127,1.117,1.42,us,usc000tg38,2015-03-17T02:37:44.040Z,"30 km SSE of Wright, Wyoming",mining explosion,4.6,2,0.073,33,reviewed,us,us
2014-12-28T16:40:46.870Z,37.2352,-97.6005,6.93,2.9,mb_lg,,146,0.071,0.25,us,usc000taey,2022-08-07T06:37:55.181Z,"5 km WSW of Mayfield, Kansas",earthquake,1.4,2.9,0.075,49,reviewed,us,us
2014-12-28T16:29:52.000Z,44.455,-114.1536,9.8,2.5,mc,21,82.79999337600053,0.5551588,0.22,mb,mb14112862,2014-12-30T21:20:02.406Z,"8 km SE of Challis, Idaho",earthquake,1.4,1.9,0.5,3,automatic,mb,mb
2014-12-28T16:13:49.000Z,36.6704,-97.612,5.602,2.5,ml,,63,,0.71,us,usc000taet,2015-03-17T02:37:43.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2014-12-28T15:02:33.116Z,41.8675,-119.635,8.6,2.9,ml,5,122.67,0.147,0.1201,nn,nn00474037,2018-06-29T23:23:47.994Z,"42 km E of Fort Bidwell, California",earthquake,,4.4,0.39,5,reviewed,nn,nn
2014-12-28T13:18:08.100Z,36.7927,-97.7655,5.22,2.6,ml,,62,,0.47,us,usc000tcew,2022-08-07T07:40:14.510Z,"3 km WSW of Medford, Oklahoma",earthquake,1.4,4.9,,,reviewed,tul,tul
2014-12-28T10:02:56.700Z,35.8147,-97.4181,7.123,3,ml,,69,,0.55,us,usc000tadx,2022-08-07T06:37:06.732Z,"7 km S of Guthrie, Oklahoma",earthquake,1.7,7.1,,,reviewed,tul,tul
2014-12-28T09:46:32.929Z,41.8831,-119.6417,8.8,2.7,ml,5,100.46,0.134,0.1633,nn,nn00473957,2018-06-29T23:23:47.436Z,"42 km E of Fort Bidwell, California",earthquake,,4.5,0.39,5,reviewed,nn,nn
2014-12-28T08:40:35.460Z,41.9112,-119.6606,6.4,2.9,ml,5,102.9,0.108,0.1139,nn,nn00473953,2018-06-29T23:23:47.327Z,"41 km E of Fort Bidwell, California",earthquake,,4.8,0.26,5,reviewed,nn,nn
2014-12-28T03:50:29.830Z,36.5723333,-121.1693333,6.196,2.7,md,86,23,0.01712,0.07,nc,nc72371386,2022-07-27T11:41:54.590Z,"21 km NE of Soledad, California",earthquake,0.1,0.3,0.172,147,reviewed,nc,nc
2014-12-28T03:25:30.700Z,36.5726,-97.4378,5,2.6,ml,,210,,0.49,us,usc000tce3,2015-03-17T02:37:36.040Z,"4 km N of Billings, Oklahoma",earthquake,1.7,7.9,,,reviewed,tul,tul
2014-12-28T02:45:18.260Z,36.8076667,-121.5343333,6.183,2.81,md,71,26,0.03333,0.08,nc,nc72371356,2022-07-27T11:41:01.462Z,"4 km S of San Juan Bautista, California",earthquake,0.12,0.24,0.161,175,reviewed,nc,nc
2014-12-27T18:57:06.510Z,33.0025,-115.9535,9.239,2.58,ml,48,42,0.1161,0.2,ci,ci37299496,2016-03-12T06:24:17.549Z,"23km SE of Ocotillo Wells, CA",earthquake,0.3,0.94,0.175,51,reviewed,ci,ci
2014-12-27T16:39:57.000Z,36.2837,-96.8918,4.466,3.4,ml,,118,,0.84,us,usc000ta8y,2022-08-07T06:36:14.637Z,"6 km NNE of Glencoe, Oklahoma",earthquake,2.3,7.8,,,reviewed,tul,tul
2014-12-27T16:08:57.700Z,33.2213333,-116.0808333,10.47,2.62,ml,54,32,0.09884,0.2,ci,ci37299464,2022-07-27T11:38:11.933Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.27,1.21,0.19,64,reviewed,ci,ci
2014-12-27T11:17:14.500Z,35.9107,-97.2513,4.832,3,ml,,71,,0.44,us,usc000ta7c,2015-03-17T02:37:27.040Z,"3 km S of Langston, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2014-12-27T08:23:24.760Z,37.0159,-104.8487,3.51,3,ml,,38,0.371,0.96,us,usc000ta6r,2015-03-17T02:37:26.040Z,"12 km S of Weston, Colorado",earthquake,4.2,6.7,0.062,48,reviewed,us,us
2014-12-27T03:21:36.200Z,35.8143,-97.4177,6.738,3,ml,,69,,0.4,us,usc000ta60,2022-08-07T06:35:21.243Z,"7 km S of Guthrie, Oklahoma",earthquake,3.3,7.5,,,reviewed,tul,tul
2014-12-27T02:26:24.400Z,36.7532,-97.5661,5,2.9,ml,,64,,0.68,us,usc000ta66,2015-03-17T02:37:24.040Z,"6 km N of Lamont, Oklahoma",earthquake,2.9,7.2,,,reviewed,tul,tul
2014-12-26T20:48:18.600Z,37.9006667,-114.1316667,1.19,2.54,ml,14,125,0.489,0.24,uu,uu60096762,2018-06-29T23:23:38.091Z,"11 km SE of Ursine, Nevada",earthquake,0.79,15.99,0.18,3,reviewed,uu,uu
2014-12-26T19:02:39.460Z,43.8195,-105.2147,0,3.5,ml,,33,0.903,0.59,us,usc000ta3e,2015-03-17T02:37:19.040Z,"24 km ENE of Wright, WY",mining explosion,4.2,1.8,0.051,73,reviewed,us,us
2014-12-26T18:19:10.969Z,41.8559,-119.6461,7.9,2.6,ml,5,122.68,0.149,0.1277,nn,nn00473813,2018-06-29T23:23:39.311Z,"41 km E of Fort Bidwell, California",earthquake,,5,0.47,5,reviewed,nn,nn
2014-12-26T18:03:37.500Z,35.8104,-97.416,5.483,3.1,ml,,69,,0.8,us,usc000ta2x,2022-08-07T06:34:32.427Z,"7 km S of Guthrie, Oklahoma",earthquake,1.8,6.8,,,reviewed,tul,tul
2014-12-26T17:12:57.300Z,36.8021,-98.1623,5,3,ml,,107,,0.76,us,usc000ta2z,2017-07-14T19:50:01.515Z,"5 km N of Nescatunga, Oklahoma",earthquake,1.6,7.8,,,reviewed,tul,tul
2014-12-26T16:03:26.500Z,36.804,-98.1869,4.799,2.5,ml,,108,,0.39,us,usc000ta8w,2015-03-17T02:37:17.040Z,"6 km NNW of Nescatunga, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2014-12-26T03:44:29.360Z,38.8098333,-122.8245,1.75,2.87,md,77,23,0.003604,0.06,nc,nc72370161,2017-02-05T11:11:50.910Z,"8 km W of Cobb, California",earthquake,0.1,0.15,0.285,69,reviewed,nc,nc
2014-12-26T01:12:09.290Z,37.1214,-97.9981,6.33,2.8,mb_lg,,37,0.077,0.49,us,usc000ta0j,2022-08-07T06:32:54.518Z,"4 km SE of Anthony, Kansas",earthquake,2.9,6.5,0.073,53,reviewed,us,us
2014-12-25T23:54:43.720Z,33.4171667,-118.126,1.577,2.56,ml,28,223,0.2736,0.18,ci,ci37299072,2022-07-27T11:32:28.054Z,"20km ENE of Avalon, CA",earthquake,0.96,1.64,0.152,178,reviewed,ci,ci
2014-12-25T23:11:36.400Z,36.368,-97.0684,1.98,3.9,ml,,55,,0.46,us,usc000ta04,2017-07-14T19:50:36.121Z,"9 km NW of Morrison, Oklahoma",earthquake,0.9,6.8,,,reviewed,tul,tul
2014-12-25T22:20:45.080Z,37.642,-119.4116667,-1.335,2.66,md,45,48,0.264,0.16,nc,nc72370036,2017-02-05T11:09:28.360Z,"18 km SE of Yosemite Valley, California",earthquake,0.32,7.85,0.2,44,reviewed,nc,nc
2014-12-25T20:32:49.500Z,35.8124,-97.4167,6.945,3.5,mwr,,68,,0.59,us,usc000t9zk,2022-08-07T06:32:02.550Z,"7 km S of Guthrie, Oklahoma",earthquake,2.8,7,,11,reviewed,tul,slm
2014-12-25T18:09:56.440Z,40.2968333,-124.5146667,19.111,2.97,md,29,233,0.1775,0.12,nc,nc72369946,2017-02-05T11:08:33.020Z,"37 km SW of Ferndale, California",earthquake,0.73,0.27,0.17,70,reviewed,nc,nc
2014-12-25T16:32:59.090Z,32.9924,-100.7992,2.41,2.9,mb_lg,,50,1.04,0.85,us,usc000t9z0,2015-03-17T02:37:07.040Z,"32 km NNE of Snyder, Texas",earthquake,3.8,6.4,0.089,38,reviewed,us,us
2014-12-25T05:30:14.290Z,42.377,-111.5536667,0.18,2.52,ml,20,114,0.481,0.24,uu,uu60096707,2015-03-20T03:09:46.949Z,"19 km SW of Georgetown, Idaho",earthquake,0.63,1.3,0.171,7,reviewed,uu,uu
2014-12-25T00:45:20.900Z,36.6235,-98.3455,4.924,2.8,ml,,105,,0.53,us,usc000ta0k,2015-03-17T02:37:04.040Z,"9 km SE of Lambert, Oklahoma",earthquake,1.9,7.8,,,reviewed,tul,tul
2014-12-24T22:35:57.200Z,36.7959,-97.7641,5.661,2.5,ml,,,,0.66,us,usc000tapc,2022-08-07T06:42:04.617Z,"2 km WSW of Medford, Oklahoma",earthquake,0.9,5.4,,,reviewed,tul,tul
2014-12-24T17:48:49.200Z,36.6712,-97.7289,5.489,2.6,ml,,104,,0.76,us,usc000te6y,2015-03-17T02:37:00.040Z,"6 km E of Pond Creek, Oklahoma",earthquake,1.7,6.1,,,reviewed,tul,tul
2014-12-24T16:27:41.640Z,46.1433,-74.9434,18,2.6,mb_lg,,,,0.78,us,usc000tbpy,2015-03-17T02:36:59.040Z,"11 km S of La Minerve, Canada",earthquake,1.3,1.9,,,reviewed,ott,ott
2014-12-24T15:31:24.800Z,37.4726667,-118.7831667,5.126,2.7,md,31,65,0.1234,0.05,nc,nc72369581,2017-02-05T11:01:27.010Z,"11 km SW of Aspen Springs, California",earthquake,0.28,1.16,0.15,40,reviewed,nc,nc
2014-12-24T14:59:14.620Z,37.4748333,-118.783,5.266,2.92,ml,32,65,0.1207,0.04,nc,nc72369571,2017-02-05T11:01:12.810Z,"10 km SW of Aspen Springs, California",earthquake,0.24,0.97,0.363,8,reviewed,nc,nc
2014-12-24T12:56:30.800Z,36.3294,-97.53,7.226,2.6,ml,,87,,0.51,us,usc000te6j,2015-03-17T02:36:57.040Z,"5 km ENE of Covington, Oklahoma",earthquake,0.9,7.6,,,reviewed,tul,tul
2014-12-24T07:58:31.928Z,41.8605,-119.6316,9.4,3.6,ml,5,98.56,0.154,0.1861,nn,nn00473581,2022-09-27T17:34:22.734Z,"43 km E of Fort Bidwell, California",earthquake,,3.7,0.35,5,reviewed,nn,nn
2014-12-24T06:16:23.340Z,33.1941667,-115.603,1.278,2.58,ml,30,87,0.01974,0.25,ci,ci37298696,2016-03-12T06:24:03.605Z,"9km WSW of Niland, CA",earthquake,0.53,0.89,0.187,48,reviewed,ci,ci
2014-12-24T06:00:11.470Z,33.1783333,-115.6041667,1.137,3.56,ml,41,86,0.009661,0.14,ci,ci37298680,2022-09-27T17:34:18.704Z,"10km NW of Calipatria, CA",earthquake,0.27,0.5,0.159,232,reviewed,ci,ci
2014-12-24T05:51:51.440Z,33.1851667,-115.6085,1.387,4.19,mw,49,80,0.009735,0.2,ci,ci37298672,2022-08-07T06:30:22.005Z,"10km SW of Niland, CA",earthquake,0.34,0.54,,6,reviewed,ci,ci
2014-12-24T05:32:14.300Z,36.6229,-97.7163,4.622,2.9,ml,,72,,0.77,us,usc000t9ue,2022-08-07T07:43:21.291Z,"8 km NW of Hunter, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul
2014-12-24T04:10:37.400Z,44.4556,-114.1515,9.7,3.7,ml,,53,0.553,1.02,us,usc000t9mc,2022-08-07T06:29:27.335Z,"8 km SE of Challis, Idaho",earthquake,3,1,,,reviewed,mb,mb
2014-12-24T01:55:28.620Z,40.2818333,-124.509,19.971,2.5,md,28,235,0.1766,0.16,nc,nc72369331,2017-02-05T10:57:43.125Z,"38 km SSW of Ferndale, California",earthquake,0.56,0.32,0.125,36,reviewed,nc,nc
2014-12-24T00:34:53.000Z,36.326,-97.5313,5.516,2.8,ml,,58,,0.52,us,usc000t9ks,2015-03-17T02:36:49.040Z,"5 km ENE of Covington, Oklahoma",earthquake,0.9,7.8,,,reviewed,tul,tul
2014-12-23T21:10:47.580Z,43.9716,-105.2468,0,3.3,ml,,99,0.885,0.69,us,usc000t9ih,2015-03-06T02:59:13.040Z,"31 km NE of Wright, Wyoming",mining explosion,4.1,2,0.07,41,reviewed,us,us
2014-12-23T20:35:28.400Z,36.8913,-97.6911,5.554,3,ml,,54,,0.79,us,usc000t9i2,2017-07-14T19:51:46.225Z,"4 km SW of Renfrow, Oklahoma",earthquake,1.9,7,,,reviewed,tul,tul
2014-12-23T20:32:13.900Z,36.1109,-97.077,4.869,2.8,ml,,97,,0.74,us,usc000t9if,2022-08-07T06:28:39.268Z,"1 km WSW of Stillwater, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2014-12-23T19:49:07.300Z,35.811,-97.4277,6.761,2.5,ml,,100,,0.63,us,usc000t9hy,2015-03-06T02:59:12.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.1,6.3,,,reviewed,tul,tul
2014-12-23T17:18:59.000Z,36.8021,-98.1315,5.83,2.8,ml,,105,,0.57,us,usc000t9gg,2015-03-06T02:59:12.040Z,"5 km NNE of Nescatunga, Oklahoma",earthquake,1.4,5.9,,,reviewed,tul,tul
2014-12-23T16:21:04.100Z,36.8185,-97.7049,5.602,2.6,ml,,42,,0.41,us,usc000t9g2,2015-03-06T02:59:12.040Z,"2 km ENE of Medford, Oklahoma",earthquake,1.2,5.1,,,reviewed,tul,tul
2014-12-23T15:21:38.600Z,44.4606,-114.1701,8.4,2.5,mc,22,75.59999395200049,0.5677353,0.23,mb,mb14804778,2014-12-24T23:02:09.963Z,"6 km SE of Challis, Idaho",earthquake,1.4,2.1,0.5,3,automatic,mb,mb
2014-12-23T14:42:47.800Z,44.443,-114.153,11.4,2.6,ml,,82,0.552,0.27,us,usc000t9wp,2015-03-06T02:59:12.040Z,"9 km SE of Challis, Idaho",earthquake,3.4,7.8,,,reviewed,mb,mb
2014-12-23T14:33:20.800Z,44.4498,-114.1623,12.1,2.5,mc,20,75.59999395200049,0.5596504,0.13,mb,mb14489400,2014-12-24T23:02:00.510Z,"8 km SE of Challis, Idaho",earthquake,0.9,1.1,0.5,3,automatic,mb,mb
2014-12-23T13:52:34.700Z,44.4606,-114.1566,10.7,3.8,ml,,75,0.559,1.07,us,usc000t9de,2022-08-07T06:27:51.004Z,"7 km SE of Challis, Idaho",earthquake,4.6,7.9,,,reviewed,mb,mb
2014-12-23T12:34:00.800Z,44.4495,-114.1523,10.8,2.7,ml,,82,0.552,0.79,us,usc000t9wm,2015-03-06T02:59:12.040Z,"8 km SE of Challis, Idaho",earthquake,2.5,6.9,,,reviewed,mb,mb
2014-12-23T12:33:36.450Z,36.9501,-104.7718,8.59,3.4,ml,,47,0.344,1.15,us,usc000t9d5,2015-03-06T02:59:12.040Z,"19 km SSW of Sequndo, Colorado",earthquake,5.3,7.5,0.06,44,reviewed,us,us
2014-12-23T11:56:26.200Z,44.42,-114.159,6.5,3.9,ml,,,,1.39,us,usc000td7c,2022-08-07T07:41:48.665Z,"11 km SSE of Challis, Idaho",earthquake,4.2,4,,,reviewed,mb,mb
2014-12-23T11:55:54.000Z,44.4535,-114.152,10.4,3.7,ml,,53,0.553,1.33,us,usc000t9cz,2015-03-06T02:59:12.040Z,"8 km SE of Challis, Idaho",earthquake,4.4,7,0.047,84,reviewed,mb,us
2014-12-23T11:53:33.700Z,44.4553,-114.1576,10,3.4,ml,,53,0.558,1.36,us,usc000t9cy,2015-03-06T02:59:12.040Z,"8 km SE of Challis, Idaho",earthquake,3.3,6.5,,,reviewed,mb,mb
2014-12-23T07:59:01.450Z,34.0175,-117.228,15.909,3.06,ml,133,14,0.08365,0.21,ci,ci37298432,2022-08-07T06:27:01.745Z,"5km SE of Loma Linda, CA",earthquake,0.17,0.37,0.162,187,reviewed,ci,ci
2014-12-23T06:51:53.900Z,36.7573,-97.5779,5.478,2.5,ml,,63,,0.64,us,usc000t9fq,2015-03-06T02:59:12.040Z,"7 km SW of Deer Creek, Oklahoma",earthquake,1.6,7.4,,,reviewed,tul,tul
2014-12-23T05:33:06.100Z,36.7925,-97.7633,5,2.5,ml,,59,,0.43,us,usc000t9fm,2015-03-06T02:59:11.040Z,"3 km WSW of Medford, Oklahoma",earthquake,1.5,5.6,,,reviewed,tul,tul
2014-12-23T04:50:17.210Z,35.4417,-97.9273,7.817,2.9,ml,,,,0.74,us,usc000t9c1,2017-07-14T19:52:21.992Z,"5 km NNE of Union City, Oklahoma",earthquake,2.3,6.9,,,reviewed,tul,tul
2014-12-23T03:09:06.300Z,36.7531,-97.5596,5,2.9,ml,,65,,0.28,us,usc000t9bb,2022-08-07T06:26:07.391Z,"6 km SSW of Deer Creek, Oklahoma",earthquake,2,7.9,,,reviewed,tul,tul
